Method,Dataset,Feature Selection method,Classification method,No. genes,No. selected genes,No. iterations,Accuracy,Precision,Sensitivity,F-measure
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,Naive Bayes,51,44,50,0.5,0.451339286,0.5,0.466224747
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,SVM,51,44,50,0.5,0.557291667,0.5,0.503819444
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,kNN,51,44,50,0.5625,0.583333333,0.5625,0.555902778
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,Random Forest,51,44,50,0.5,0.587121212,0.5,0.477284664
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,Naive Bayes,51,47,100,0.5,0.451339286,0.5,0.466224747
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,SVM,51,47,100,0.5,0.53125,0.5,0.507936508
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,kNN,51,47,100,0.5,0.494791667,0.5,0.488839286
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,Random Forest,51,47,100,0.5,0.494791667,0.5,0.488839286
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,Naive Bayes,51,49,200,0.5,0.472916667,0.5,0.482954545
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,SVM,51,49,200,0.5625,0.551339286,0.5625,0.555021368
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,kNN,51,49,200,0.625,0.604166667,0.625,0.604910714
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,Random Forest,51,49,200,0.625,0.604166667,0.625,0.604910714
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,Naive Bayes,51,50,500,0.5,0.472916667,0.5,0.482954545
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,SVM,51,50,500,0.5,0.53125,0.5,0.507936508
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,kNN,51,50,500,0.625,0.604166667,0.625,0.604910714
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,Random Forest,51,50,500,0.4375,0.463541667,0.4375,0.436458333
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,Naive Bayes,51,49,1000,0.5,0.472916667,0.5,0.482954545
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,SVM,51,49,1000,0.5,0.53125,0.5,0.507936508
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,kNN,51,49,1000,0.625,0.604166667,0.625,0.604910714
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,Random Forest,51,49,1000,0.5625,0.583333333,0.5625,0.555902778
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,Naive Bayes,51,50,2000,0.5,0.472916667,0.5,0.482954545
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,SVM,51,50,2000,0.5,0.53125,0.5,0.507936508
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,kNN,51,50,2000,0.625,0.604166667,0.625,0.604910714
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,Random Forest,51,50,2000,0.625,0.604166667,0.625,0.604910714
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,101,70,50,0.75,0.64338561,0.75,0.692400192
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,SVM,101,70,50,0.75,0.652693984,0.75,0.696603718
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,kNN,101,70,50,0.666666667,0.590111643,0.666666667,0.625396825
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,Random Forest,101,70,50,0.722222222,0.615740741,0.722222222,0.663299663
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,101,74,100,0.75,0.644527987,0.75,0.691137566
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,SVM,101,74,100,0.722222222,0.629545835,0.722222222,0.671351193
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,kNN,101,74,100,0.777777778,0.671957672,0.777777778,0.717717718
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,Random Forest,101,74,100,0.75,0.655508072,0.75,0.698138676
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,101,78,200,0.75,0.64338561,0.75,0.692400192
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,SVM,101,78,200,0.75,0.772173489,0.75,0.72017797
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,kNN,101,78,200,0.694444444,0.587522046,0.694444444,0.632821817
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,Random Forest,101,78,200,0.75,0.648989899,0.75,0.694444444
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,101,81,500,0.722222222,0.617724868,0.722222222,0.661549708
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,SVM,101,81,500,0.722222222,0.627256458,0.722222222,0.669612795
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,kNN,101,81,500,0.75,0.649250441,0.75,0.691301349
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,Random Forest,101,81,500,0.722222222,0.615740741,0.722222222,0.663299663
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,101,78,1000,0.75,0.644527987,0.75,0.691137566
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,SVM,101,78,1000,0.777777778,0.678837774,0.777777778,0.723539745
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,kNN,101,78,1000,0.75,0.648589065,0.75,0.690789474
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,Random Forest,101,78,1000,0.722222222,0.617724868,0.722222222,0.661549708
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,101,81,2000,0.75,0.644527987,0.75,0.691137566
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,SVM,101,81,2000,0.777777778,0.671296296,0.777777778,0.720439691
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,kNN,101,81,2000,0.694444444,0.618650794,0.694444444,0.646604938
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,Random Forest,101,81,2000,0.777777778,0.674242424,0.777777778,0.720899471
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,1001,494,50,0.777777778,0.671596922,0.777777778,0.719537815
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,SVM,1001,494,50,0.722222222,0.639329806,0.722222222,0.676198257
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,kNN,1001,494,50,0.75,0.75157563,0.75,0.743686869
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Random Forest,1001,494,50,0.722222222,0.625,0.722222222,0.661286286
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,1001,474,100,0.777777778,0.671596922,0.777777778,0.719537815
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,SVM,1001,474,100,0.777777778,0.802910053,0.777777778,0.748638344
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,kNN,1001,474,100,0.75,0.767416226,0.75,0.746096587
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Random Forest,1001,474,100,0.75,0.644527987,0.75,0.691137566
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,1001,478,200,0.805555556,0.693890661,0.805555556,0.745310245
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,SVM,1001,478,200,0.75,0.644527987,0.75,0.691137566
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,kNN,1001,478,200,0.75,0.745811287,0.75,0.743258609
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Random Forest,1001,478,200,0.722222222,0.627104377,0.722222222,0.662325004
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,1001,506,500,0.75,0.644527987,0.75,0.691137566
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,SVM,1001,506,500,0.75,0.644527987,0.75,0.691137566
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,kNN,1001,506,500,0.722222222,0.742724868,0.722222222,0.70009295
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Random Forest,1001,506,500,0.75,0.643518519,0.75,0.691077441
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,1001,509,1000,0.777777778,0.668638136,0.777777778,0.718855219
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,SVM,1001,509,1000,0.694444444,0.615039282,0.694444444,0.652208358
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,kNN,1001,509,1000,0.75,0.752425044,0.75,0.739560639
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Random Forest,1001,509,1000,0.75,0.649250441,0.75,0.691301349
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,1001,509,2000,0.777777778,0.671296296,0.777777778,0.720439691
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,SVM,1001,509,2000,0.805555556,0.827020202,0.805555556,0.776355997
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,kNN,1001,509,2000,0.75,0.750765803,0.75,0.734776688
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Random Forest,1001,509,2000,0.777777778,0.671296296,0.777777778,0.718855219
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,kNN,501,263,50,0.975,0.98,0.975,0.976161616
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,kNN,501,271,100,0.975,0.98,0.975,0.976161616
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,kNN,501,282,200,0.975,0.98,0.975,0.976161616
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,kNN,501,295,1000,0.975,0.98,0.975,0.976161616
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,SVM,501,263,50,0.95,0.955,0.95,0.949603175
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,271,100,0.95,0.955,0.95,0.949603175
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,SVM,501,271,100,0.95,0.955,0.95,0.949603175
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,282,200,0.95,0.955,0.95,0.949603175
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,SVM,501,282,200,0.95,0.955,0.95,0.949603175
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,Random Forest,501,282,200,0.95,0.955,0.95,0.949603175
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,SVM,501,290,500,0.95,0.955,0.95,0.949603175
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,kNN,501,290,500,0.95,0.955,0.95,0.949603175
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,Random Forest,501,290,500,0.95,0.955,0.95,0.949603175
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,SVM,501,295,1000,0.95,0.955,0.95,0.949603175
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,Random Forest,501,295,1000,0.95,0.955,0.95,0.949603175
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,SVM,501,287,2000,0.95,0.955,0.95,0.949603175
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,263,50,0.925,0.929074074,0.925,0.925707071
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,290,500,0.925,0.929074074,0.925,0.925707071
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,295,1000,0.925,0.929074074,0.925,0.925707071
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,287,2000,0.925,0.929074074,0.925,0.925707071
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,Random Forest,501,263,50,0.925,0.931724138,0.925,0.91871345
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,Random Forest,501,271,100,0.925,0.931724138,0.925,0.91871345
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,kNN,501,287,2000,0.925,0.931724138,0.925,0.91871345
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,Random Forest,501,287,2000,0.925,0.931724138,0.925,0.91871345
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,259,50,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,SVM,501,259,50,0.694444444,0.611876915,0.694444444,0.646734893
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,kNN,501,259,50,0.777777778,0.780771373,0.777777778,0.762215998
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,259,50,0.75,0.644527987,0.75,0.691137566
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,264,100,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,SVM,501,264,100,0.722222222,0.617724868,0.722222222,0.661549708
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,kNN,501,264,100,0.75,0.751009468,0.75,0.732032628
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,264,100,0.75,0.648589065,0.75,0.690789474
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,259,200,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,SVM,501,259,200,0.75,0.644527987,0.75,0.691137566
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,kNN,501,259,200,0.805555556,0.811838624,0.805555556,0.796568627
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,259,200,0.75,0.644527987,0.75,0.691137566
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,250,500,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,SVM,501,250,500,0.694444444,0.593358396,0.694444444,0.637962963
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,kNN,501,250,500,0.75,0.7275651,0.75,0.732245703
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,250,500,0.75,0.644527987,0.75,0.691137566
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,251,1000,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,SVM,501,251,1000,0.722222222,0.617724868,0.722222222,0.661549708
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,kNN,501,251,1000,0.777777778,0.773589065,0.777777778,0.771036387
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,251,1000,0.75,0.644527987,0.75,0.691137566
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,243,2000,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,SVM,501,243,2000,0.75,0.644527987,0.75,0.691137566
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,kNN,501,243,2000,0.805555556,0.826829806,0.805555556,0.803104575
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,243,2000,0.75,0.644527987,0.75,0.691137566
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,256,50,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,SVM,501,256,50,0.925,0.931724138,0.925,0.91871345
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,kNN,501,256,50,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,Random Forest,501,256,50,0.925,0.931724138,0.925,0.91871345
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,270,100,0.9,0.913076923,0.9,0.903703704
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,SVM,501,270,100,0.925,0.931724138,0.925,0.91871345
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,kNN,501,270,100,0.95,0.96,0.95,0.951851852
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,Random Forest,501,270,100,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,286,200,0.925,0.929074074,0.925,0.925707071
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,SVM,501,286,200,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,kNN,501,286,200,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,Random Forest,501,286,200,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,285,500,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,SVM,501,285,500,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,kNN,501,285,500,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,Random Forest,501,285,500,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,297,1000,0.925,0.929074074,0.925,0.925707071
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,SVM,501,297,1000,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,kNN,501,297,1000,0.975,0.98,0.975,0.976161616
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,Random Forest,501,297,1000,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,298,2000,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,SVM,501,298,2000,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,kNN,501,298,2000,0.95,0.955,0.95,0.949603175
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,Random Forest,501,298,2000,0.925,0.931724138,0.925,0.91871345
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,255,50,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,SVM,501,255,50,0.722222222,0.617724868,0.722222222,0.661549708
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,kNN,501,255,50,0.805555556,0.824514991,0.805555556,0.791941045
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,255,50,0.777777778,0.805021814,0.777777778,0.747667781
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,247,100,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,SVM,501,247,100,0.694444444,0.593358396,0.694444444,0.637962963
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,kNN,501,247,100,0.75,0.72786132,0.75,0.721560847
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,247,100,0.75,0.644527987,0.75,0.691137566
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,251,200,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,SVM,501,251,200,0.722222222,0.617724868,0.722222222,0.661549708
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,kNN,501,251,200,0.75,0.742997199,0.75,0.739758698
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,251,200,0.75,0.644527987,0.75,0.691137566
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,244,500,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,SVM,501,244,500,0.75,0.644527987,0.75,0.691137566
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,kNN,501,244,500,0.833333333,0.838585434,0.833333333,0.82842312
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,244,500,0.75,0.644527987,0.75,0.691137566
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,257,1000,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,SVM,501,257,1000,0.694444444,0.611876915,0.694444444,0.646734893
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,kNN,501,257,1000,0.805555556,0.811838624,0.805555556,0.796568627
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,257,1000,0.75,0.668130889,0.75,0.70496633
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,264,2000,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,SVM,501,264,2000,0.694444444,0.593358396,0.694444444,0.637962963
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,kNN,501,264,2000,0.777777778,0.80952381,0.777777778,0.761554622
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,264,2000,0.75,0.644527987,0.75,0.691137566
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,258,50,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,SVM,501,258,50,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,kNN,501,258,50,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,Random Forest,501,258,50,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,284,100,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,SVM,501,284,100,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,kNN,501,284,100,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,Random Forest,501,284,100,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,288,200,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,SVM,501,288,200,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,kNN,501,288,200,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,Random Forest,501,288,200,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,275,500,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,SVM,501,275,500,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,kNN,501,275,500,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,Random Forest,501,275,500,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,284,1000,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,SVM,501,284,1000,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,kNN,501,284,1000,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,Random Forest,501,284,1000,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,Naive Bayes,501,286,2000,0.875,0.883148148,0.875,0.878030303
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,SVM,501,286,2000,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,kNN,501,286,2000,0.975,0.98,0.975,0.976161616
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,Random Forest,501,286,2000,0.95,0.955,0.95,0.949603175
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,248,50,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,SVM,501,248,50,0.722222222,0.642741112,0.722222222,0.675974659
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,kNN,501,248,50,0.777777778,0.773589065,0.777777778,0.771036387
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,248,50,0.75,0.664021164,0.75,0.702342048
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,222,100,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,SVM,501,222,100,0.722222222,0.625,0.722222222,0.661286286
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,kNN,501,222,100,0.805555556,0.814484127,0.805555556,0.804012346
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,222,100,0.75,0.644527987,0.75,0.691137566
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,246,200,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,SVM,501,246,200,0.722222222,0.625,0.722222222,0.661286286
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,kNN,501,246,200,0.805555556,0.820453913,0.805555556,0.794895736
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,246,200,0.75,0.644527987,0.75,0.691137566
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,257,500,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,SVM,501,257,500,0.694444444,0.595502646,0.694444444,0.63685835
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,kNN,501,257,500,0.861111111,0.880252101,0.861111111,0.859650426
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,257,500,0.75,0.644527987,0.75,0.691137566
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,238,1000,0.805555556,0.832272303,0.805555556,0.777717653
