Method,Dataset,Feature Selection method,Classification method,No. genes,No. selected genes,Iterations,Initialized particles,Accuracy,Precision,Sensitivity,F-measure
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,476,50,100,0.9,0.9,0.9,0.9
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,476,50,100,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,476,50,100,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,476,50,100,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,10,100,50,0.825,0.8904761904761903,0.825,0.8327272727272728
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,SVM,501,10,100,50,0.8,0.6444444444444445,0.8,0.7125000000000001
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,kNN,501,10,100,50,0.9,0.9130769230769232,0.9,0.9037037037037038
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,10,100,50,0.825,0.8288888888888888,0.825,0.8236075036075036
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,173,100,50,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,SVM,501,173,100,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,kNN,501,173,100,50,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,173,100,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,905,100,50,0.875,0.8781481481481481,0.875,0.8752525252525253
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,905,100,50,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,905,100,50,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,905,100,50,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,266,100,50,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,266,100,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,266,100,50,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,266,100,50,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,253,100,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,253,100,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,253,100,50,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,253,100,50,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,513,100,50,0.85,0.8611538461538462,0.85,0.8527777777777779
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,513,100,50,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,513,100,50,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,513,100,50,0.875,0.8763440860215054,0.875,0.8644874899112187
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,498,500,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,SVM,501,498,500,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,kNN,501,498,500,10,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,498,500,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,415,500,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,SVM,501,415,500,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,kNN,501,415,500,10,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,415,500,10,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,976,500,10,0.85,0.8611538461538462,0.85,0.8527777777777779
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,976,500,10,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,976,500,10,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,976,500,10,0.875,0.8846774193548388,0.875,0.855677966101695
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,256,500,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,256,500,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,256,500,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,256,500,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,247,500,10,0.9,0.913076923076923,0.9,0.9037037037037038
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,247,500,10,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,247,500,10,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,247,500,10,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,495,500,10,0.9,0.9,0.9,0.9
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,495,500,10,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,495,500,10,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,495,500,10,0.875,0.8846774193548388,0.875,0.855677966101695
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,25,50,200,0.825,0.9111111111111111,0.825,0.8415384615384613
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,SVM,501,25,50,200,0.85,0.7764705882352941,0.85,0.7989247311827957
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,kNN,501,25,50,200,0.875,0.8846774193548388,0.875,0.855677966101695
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,25,50,200,0.875,0.8846774193548388,0.875,0.855677966101695
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,22,50,200,0.85,0.8316666666666667,0.85,0.8359195402298851
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,SVM,501,22,50,200,0.825,0.76,0.825,0.7622222222222222
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,kNN,501,22,50,200,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,22,50,200,0.9,0.9099999999999999,0.9,0.8806130268199233
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,347,50,200,0.85,0.8611538461538462,0.85,0.8527777777777779
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,347,50,200,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,347,50,200,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,347,50,200,0.825,0.8227272727272726,0.825,0.7930054644808744
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,246,50,200,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,246,50,200,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,246,50,200,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,246,50,200,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,263,50,200,0.95,0.96,0.95,0.951851851851852
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,263,50,200,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,263,50,200,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,263,50,200,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,492,50,200,0.875,0.8781481481481481,0.875,0.8752525252525253
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,492,50,200,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,492,50,200,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,492,50,200,0.85,0.765625,0.85,0.8049999999999999
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,9,100,100,0.9,0.9333333333333333,0.9,0.9061538461538461
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,SVM,501,9,100,100,0.8,0.6444444444444445,0.8,0.7125000000000001
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,kNN,501,9,100,100,0.875,0.8692528735632183,0.875,0.8707393483709274
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,9,100,100,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,435,100,100,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,SVM,501,435,100,100,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,kNN,501,435,100,100,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,435,100,100,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,306,100,100,0.875,0.8936666666666667,0.875,0.8778511530398321
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,306,100,100,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,306,100,100,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,306,100,100,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,244,100,100,0.95,0.96,0.95,0.951851851851852
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,244,100,100,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,244,100,100,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,244,100,100,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,238,100,100,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,238,100,100,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,238,100,100,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,238,100,100,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,466,100,100,0.875,0.8831481481481482,0.875,0.8780303030303029
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,466,100,100,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,466,100,100,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,466,100,100,0.9,0.9125,0.9,0.8866666666666667
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,58,200,50,0.875,0.892,0.875,0.8784067085953877
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,SVM,501,58,200,50,0.875,0.7896774193548387,0.875,0.8295668549905837
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,kNN,501,58,200,50,0.85,0.8383333333333333,0.85,0.8424603174603174
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,58,200,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,50,200,50,0.875,0.9041428571428571,0.875,0.8816895368782159
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,SVM,501,50,200,50,0.85,0.765625,0.85,0.8049999999999999
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,kNN,501,50,200,50,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,50,200,50,0.9,0.9166666666666667,0.9,0.8966666666666667
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,476,200,50,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,476,200,50,0.95,0.95,0.95,0.95
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,476,200,50,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,476,200,50,0.85,0.8572916666666668,0.85,0.8271428571428571
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,243,200,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,243,200,50,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,243,200,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,243,200,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,254,200,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,254,200,50,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,254,200,50,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,254,200,50,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,251,200,50,0.875,0.8831481481481482,0.875,0.8780303030303029
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,251,200,50,0.875,0.8831481481481482,0.875,0.8780303030303029
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,251,200,50,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,251,200,50,0.825,0.8227272727272726,0.825,0.7930054644808744
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,8,500,20,0.85,0.8611538461538462,0.85,0.8527777777777779
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,SVM,501,8,500,20,0.725,0.6025641025641025,0.725,0.6250746268656717
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,kNN,501,8,500,20,0.825,0.8461538461538461,0.825,0.8333333333333334
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,8,500,20,0.875,0.8633333333333333,0.875,0.8660098522167488
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,79,500,20,0.9,0.9,0.9,0.9
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,SVM,501,79,500,20,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,kNN,501,79,500,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,79,500,20,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,47,500,20,0.875,0.892,0.875,0.8784067085953877
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,47,500,20,0.725,0.6025641025641025,0.725,0.6250746268656717
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,47,500,20,0.8,0.8308823529411764,0.8,0.7646774193548388
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,47,500,20,0.875,0.8939393939393939,0.875,0.8616705698672911
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,261,500,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,261,500,20,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,261,500,20,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,261,500,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,250,500,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,250,500,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,250,500,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,250,500,20,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,482,500,20,0.9,0.9,0.9,0.9
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,482,500,20,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,482,500,20,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,482,500,20,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,74,1000,10,0.9,0.9147435897435898,0.9,0.9031481481481481
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,SVM,501,74,1000,10,0.875,0.7896774193548387,0.875,0.8295668549905837
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,kNN,501,74,1000,10,0.825,0.8272222222222222,0.825,0.8247979797979799
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,74,1000,10,0.9,0.8966666666666667,0.9,0.8960317460317461
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,42,1000,10,0.9,0.9147435897435898,0.9,0.9031481481481481
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,SVM,501,42,1000,10,0.8,0.7058823529411764,0.8,0.743010752688172
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,kNN,501,42,1000,10,0.9,0.9147435897435898,0.9,0.9031481481481481
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,42,1000,10,0.95,0.95,0.95,0.95
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,8,1000,10,0.825,0.8511428571428571,0.825,0.8302744425385935
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,8,1000,10,0.7,0.48999999999999994,0.7,0.5764705882352941
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,8,1000,10,0.775,0.7943103448275862,0.775,0.7755847953216375
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,8,1000,10,0.85,0.8572916666666668,0.85,0.8271428571428571
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,258,1000,10,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,258,1000,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,258,1000,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,258,1000,10,0.925,0.9317241379310344,0.925,0.9187134502923977
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,251,1000,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,251,1000,10,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,251,1000,10,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,MI_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,251,1000,10,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,1001,507,1000,10,0.9,0.905,0.9,0.8996031746031747
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,SVM,1001,507,1000,10,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,kNN,1001,507,1000,10,0.9,0.905,0.9,0.8933908045977011
Hybrid approach,RF_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,1001,507,1000,10,0.85,0.765625,0.85,0.8049999999999999
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,32,100,200,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,SVM,501,32,100,200,0.875,0.7896774193548387,0.875,0.8295668549905837
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,kNN,501,32,100,200,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,32,100,200,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,501,23,100,200,0.925,0.9466666666666667,0.925,0.9292662473794551
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,SVM,501,23,100,200,0.8,0.7058823529411764,0.8,0.743010752688172
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,kNN,501,23,100,200,0.95,0.95,0.95,0.95
Hybrid approach,MI_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,501,23,100,200,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Naive_Bayes,1001,893,100,200,0.875,0.8781481481481481,0.875,0.8752525252525253
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,SVM,1001,893,100,200,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,kNN,1001,893,100,200,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,RF_lung_cancer_df,Artificial_Bee_Colony,Random_Forest,1001,893,100,200,0.925,0.9267241379310345,0.925,0.9238721804511278
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Naive_Bayes,501,248,100,200,0.925,0.9290740740740742,0.925,0.9257070707070707
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,SVM,501,248,100,200,0.95,0.9550000000000001,0.95,0.9496031746031747
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,kNN,501,248,100,200,0.975,0.9800000000000001,0.975,0.9761616161616162
Hybrid approach,ANOVA_lung_cancer_df,Particle_Swarm_Optimization,Random_Forest,501,248,100,200,0.925,0.9317241379310344,0.925,0.9187134502923977
