Method,Dataset,Feature Selection method,Classification method,No. genes,No. selected genes,No. iterations,Accuracy,Precision,Sensitivity,F-measure
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,kNN,501,257.0,500,0.861111111,0.880252101,0.861111111,0.859650426
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,257.0,500,0.75,0.644527987,0.75,0.691137566
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,238.0,1000,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,SVM,501,238.0,1000,0.722222222,0.625,0.722222222,0.661286286
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,kNN,501,238.0,1000,0.805555556,0.805224868,0.805555556,0.793391431
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,238.0,1000,0.75,0.644527987,0.75,0.691137566
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,501,260.0,2000,0.805555556,0.832272303,0.805555556,0.777717653
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,SVM,501,260.0,2000,0.75,0.648589065,0.75,0.690789474
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,kNN,501,260.0,2000,0.777777778,0.773589065,0.777777778,0.771036387
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,Random Forest,501,260.0,2000,0.75,0.644527987,0.75,0.691137566
Hybrid approach,ANOVA_lung_cancer_df,Genetic Algorithm,kNN,501,,0,,,,0.98
Hybrid approach,ANOVA_barretNP_df_1000,Genetic Algorithm,kNN,1001,,0,,,,0.69
Hybrid approach,ANOVA_GLA_BRA_180_df,Genetic Algorithm,kNN,501,,0,,,,0.86
Hybrid approach,chi2_lung_cancer_df,Genetic Algorithm,kNN,501,,0,,,,0.98
Hybrid approach,chi2_barretNP_df_1000,Genetic Algorithm,kNN,1001,,0,,,,0.69
Hybrid approach,chi2_GLA_BRA_180_df,Genetic Algorithm,kNN,501,,0,,,,0.86
Hybrid approach,MI_lung_cancer_df,Genetic Algorithm,kNN,501,,0,,,,0.98
Hybrid approach,MI_barretNP_df_1000,Genetic Algorithm,kNN,1001,,0,,,,0.69
Hybrid approach,MI_GLA_BRA_180_df,Genetic Algorithm,kNN,501,,0,,,,0.86
