Method,Dataset,Feature Selection method,Classification method,No. genes,No. selected genes,No. iterations,Accuracy,Precision,Sensitivity,F-measure
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Random Forest,1001,506.0,500,0.75,0.643518519,0.75,0.691077441
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,1001,509.0,1000,0.777777778,0.668638136,0.777777778,0.718855219
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,SVM,1001,509.0,1000,0.694444444,0.615039282,0.694444444,0.652208358
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,kNN,1001,509.0,1000,0.75,0.752425044,0.75,0.739560639
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Random Forest,1001,509.0,1000,0.75,0.649250441,0.75,0.691301349
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Naive Bayes,1001,509.0,2000,0.777777778,0.671296296,0.777777778,0.720439691
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,SVM,1001,509.0,2000,0.805555556,0.827020202,0.805555556,0.776355997
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,kNN,1001,509.0,2000,0.75,0.750765803,0.75,0.734776688
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,Random Forest,1001,509.0,2000,0.777777778,0.671296296,0.777777778,0.718855219
Hybrid approach,RF_lung_cancer_df,Genetic Algorithm,SVM,501,,0,,,,0.95
Hybrid approach,RF_barretNP_df,Genetic Algorithm,SVM,201,,0,,,,0.7
Hybrid approach,RF_GLA_BRA_180_df,Genetic Algorithm,kNN,501,,0,,,,0.86
Hybrid approach,Ridge_lung_cancer_df,Genetic Algorithm,SVM,501,,0,,,,0.95
Hybrid approach,Ridge_barretNP_df,Genetic Algorithm,kNN,501,,0,,,,0.64
Hybrid approach,Ridge_GLA_BRA_180_df,Genetic Algorithm,kNN,1001,,0,,,,0.79
Hybrid approach,SVM_RFE_lung_cancer_df,Genetic Algorithm,SVM,51,,0,,,,0.98
Hybrid approach,SVM_RFE_barretNP_df,Genetic Algorithm,RF,51,,0,,,,0.68
Hybrid approach,SVM_RFE_GLA_BRA_180_df,Genetic Algorithm,RF ,101,,0,,,,0.72
